Rodada;Data;Horário;Mandante;Visitante;Mandante Placar;Visitante Placar;season;Estado Mandante;Estado Visitante
1;19/05/2012;18:30:00;Palmeiras-SP;Portuguesa-SP;1;1;2012;RJ;SP
1;19/05/2012;18:30:00;Sport-PE;Flamengo-RJ;1;1;2012;GO;RJ
1;19/05/2012;21:00:00;Figueirense-SC;Nautico-PE;2;1;2012;SP;CE
1;20/05/2012;16:00:00;Ponte Preta-SP;Atletico-MG;0;1;2012;PR;GO
1;20/05/2012;16:00:00;Corinthians-SP;Fluminense-RJ;0;1;2012;MG;RS
1;20/05/2012;16:00:00;Botafogo-RJ;Sao Paulo-SP;4;2;2012;RJ;SP
1;20/05/2012;16:00:00;Internacional-RS;Coritiba-PR;2;0;2012;CE;MT
1;20/05/2012;18:30:00;Vasco da Gama-RJ;Gremio-RS;2;1;2012;SC;MG
1;20/05/2012;18:30:00;Bahia-BA;Santos-SP;0;0;2012;SP;PR
1;20/05/2012;18:30:00;Cruzeiro-MG;Atletico-GO;0;0;2012;RS;SP
2;26/05/2012;18:30:00;Atletico-GO;Ponte Preta-SP;1;1;2012;GO;SP
2;26/05/2012;18:30:00;Flamengo-RJ;Internacional-RS;3;3;2012;MG;RS
2;26/05/2012;18:30:00;Portuguesa-SP;Vasco da Gama-RJ;0;1;2012;SP;SC
2;26/05/2012;21:00:00;Nautico-PE;Cruzeiro-MG;0;0;2012;MT;RJ
2;27/05/2012;16:00:00;Santos-SP;Sport-PE;0;0;2012;SP;PR
2;27/05/2012;16:00:00;Atletico-MG;Corinthians-SP;1;0;2012;RJ;SP
2;27/05/2012;16:00:00;Coritiba-PR;Botafogo-RJ;2;3;2012;RS;CE
2;27/05/2012;16:00:00;Sao Paulo-SP;Bahia-BA;1;0;2012;SP;GO
2;27/05/2012;18:30:00;Gremio-RS;Palmeiras-SP;1;0;2012;PR;MG
2;27/05/2012;18:30:00;Fluminense-RJ;Figueirense-SC;2;2;2012;CE;RJ
3;06/06/2012;19:30:00;Atletico-GO;Gremio-RS;0;1;2012;PR;RJ
3;06/06/2012;19:30:00;Sport-PE;Palmeiras-SP;2;1;2012;SP;SP
3;06/06/2012;20:30:00;Vasco da Gama-RJ;Nautico-PE;4;2;2012;SP;SP
3;06/06/2012;20:30:00;Atletico-MG;Bahia-BA;1;1;2012;RJ;RS
3;06/06/2012;20:30:00;Coritiba-PR;Portuguesa-SP;2;0;2012;MG;PR
3;06/06/2012;21:50:00;Ponte Preta-SP;Flamengo-RJ;2;2;2012;SP;MG
3;06/06/2012;21:50:00;Internacional-RS;Sao Paulo-SP;1;0;2012;RS;MT
3;06/06/2012;21:50:00;Santos-SP;Fluminense-RJ;1;1;2012;GO;RJ
3;07/06/2012;21:00:00;Corinthians-SP;Figueirense-SC;1;1;2012;SC;GO
3;07/06/2012;21:00:00;Botafogo-RJ;Cruzeiro-MG;2;3;2012;CE;CE
4;09/06/2012;18:30:00;Flamengo-RJ;Coritiba-PR;3;1;2012;RJ;SP
4;09/06/2012;21:00:00;Palmeiras-SP;Atletico-MG;0;1;2012;CE;SP
4;10/06/2012;16:00:00;Portuguesa-SP;Atletico-GO;2;0;2012;MG;PR
4;10/06/2012;17:00:00;Gremio-RS;Corinthians-SP;2;0;2012;GO;MG
4;10/06/2012;17:00:00;Fluminense-RJ;Internacional-RS;0;0;2012;MT;GO
4;10/06/2012;17:00:00;Bahia-BA;Vasco da Gama-RJ;1;2;2012;RJ;RS
4;10/06/2012;18:30:00;Nautico-PE;Botafogo-RJ;3;2;2012;SP;CE
4;10/06/2012;18:30:00;Figueirense-SC;Ponte Preta-SP;0;0;2012;PR;RJ
4;10/06/2012;18:30:00;Cruzeiro-MG;Sport-PE;1;0;2012;RS;SC
4;10/06/2012;18:30:00;Sao Paulo-SP;Santos-SP;1;0;2012;SP;SP
5;16/06/2012;18:30:00;Internacional-RS;Botafogo-RJ;1;2;2012;MG;MG
5;16/06/2012;18:30:00;Cruzeiro-MG;Figueirense-SC;1;0;2012;PR;CE
5;16/06/2012;21:00:00;Fluminense-RJ;Portuguesa-SP;4;1;2012;RJ;RJ
5;17/06/2012;16:00:00;Sao Paulo-SP;Atletico-MG;1;0;2012;GO;GO
5;17/06/2012;16:00:00;Palmeiras-SP;Vasco da Gama-RJ;1;1;2012;SP;RJ
5;17/06/2012;16:00:00;Bahia-BA;Sport-PE;2;1;2012;SP;SP
5;17/06/2012;16:00:00;Flamengo-RJ;Santos-SP;1;0;2012;SP;MT
5;17/06/2012;18:30:00;Nautico-PE;Gremio-RS;1;0;2012;RS;RS
5;17/06/2012;18:30:00;Coritiba-PR;Atletico-GO;3;0;2012;CE;SP
5;17/06/2012;18:30:00;Ponte Preta-SP;Corinthians-SP;1;0;2012;SC;PR
6;23/06/2012;18:30:00;Vasco da Gama-RJ;Cruzeiro-MG;1;3;2012;SP;SP
6;23/06/2012;18:30:00;Portuguesa-SP;Sao Paulo-SP;1;0;2012;CE;RJ
6;23/06/2012;21:00:00;Atletico-MG;Nautico-PE;5;1;2012;RS;SP
6;24/06/2012;16:00:00;Corinthians-SP;Palmeiras-SP;2;1;2012;MG;GO
6;24/06/2012;16:00:00;Gremio-RS;Flamengo-RJ;2;0;2012;RJ;PR
6;24/06/2012;16:00:00;Figueirense-SC;Bahia-BA;1;1;2012;SP;MT
6;24/06/2012;18:30:00;Sport-PE;Internacional-RS;0;2;2012;PR;MG
6;24/06/2012;18:30:00;Botafogo-RJ;Ponte Preta-SP;1;2;2012;RJ;CE
6;24/06/2012;18:30:00;Santos-SP;Coritiba-PR;2;2;2012;SC;RS
6;24/06/2012;18:30:00;Atletico-GO;Fluminense-RJ;1;4;2012;GO;SP
7;30/06/2012;16:20:00;Nautico-PE;Fluminense-RJ;0;2;2012;SP;MG
7;30/06/2012;16:20:00;Cruzeiro-MG;Sao Paulo-SP;2;3;2012;GO;PR
7;30/06/2012;18:30:00;Vasco da Gama-RJ;Ponte Preta-SP;3;2;2012;RJ;GO
7;01/07/2012;16:00:00;Coritiba-PR;Sport-PE;2;3;2012;SP;CE
7;01/07/2012;16:00:00;Portuguesa-SP;Santos-SP;0;0;2012;RS;SP
7;01/07/2012;16:00:00;Bahia-BA;Internacional-RS;1;1;2012;MT;RS
7;01/07/2012;18:30:00;Gremio-RS;Atletico-MG;0;1;2012;MG;RJ
7;01/07/2012;18:30:00;Palmeiras-SP;Figueirense-SC;3;1;2012;SP;SP
7;01/07/2012;18:30:00;Flamengo-RJ;Atletico-GO;3;2;2012;CE;RJ
7;07/07/2012;18:30:00;Botafogo-RJ;Bahia-BA;3;0;2012;PR;SC
8;07/07/2012;18:30:00;Internacional-RS;Cruzeiro-MG;2;1;2012;GO;SP
8;07/07/2012;21:00:00;Atletico-GO;Nautico-PE;0;1;2012;SP;CE
8;08/07/2012;16:00:00;Figueirense-SC;Vasco da Gama-RJ;1;1;2012;CE;RS
8;08/07/2012;16:00:00;Fluminense-RJ;Flamengo-RJ;1;0;2012;SP;SP
8;08/07/2012;16:00:00;Santos-SP;Gremio-RS;4;2;2012;PR;RJ
8;08/07/2012;16:00:00;Sao Paulo-SP;Coritiba-PR;3;1;2012;RJ;RJ
8;08/07/2012;18:30:00;Ponte Preta-SP;Palmeiras-SP;1;0;2012;SP;MG
8;08/07/2012;18:30:00;Sport-PE;Corinthians-SP;1;1;2012;MT;PR
8;08/07/2012;18:30:00;Atletico-MG;Portuguesa-SP;2;0;2012;MG;SC
8;11/07/2012;19:30:00;Corinthians-SP;Botafogo-RJ;1;3;2012;RS;GO
9;14/07/2012;18:30:00;Figueirense-SC;Atletico-MG;3;4;2012;MG;MT
9;14/07/2012;18:30:00;Corinthians-SP;Nautico-PE;2;1;2012;CE;PR
9;14/07/2012;21:00:00;Ponte Preta-SP;Coritiba-PR;4;1;2012;SC;SP
9;15/07/2012;16:00:00;Bahia-BA;Flamengo-RJ;1;2;2012;PR;SP
9;15/07/2012;16:00:00;Internacional-RS;Santos-SP;0;0;2012;GO;SP
9;15/07/2012;16:00:00;Cruzeiro-MG;Gremio-RS;1;3;2012;RS;RJ
9;15/07/2012;16:00:00;Botafogo-RJ;Fluminense-RJ;1;1;2012;RJ;CE
9;15/07/2012;18:30:00;Palmeiras-SP;Sao Paulo-SP;1;1;2012;SP;MG
9;15/07/2012;18:30:00;Vasco da Gama-RJ;Atletico-GO;1;0;2012;SP;RS
9;15/07/2012;18:30:00;Sport-PE;Portuguesa-SP;2;1;2012;RJ;GO
10;18/07/2012;19:30:00;Santos-SP;Botafogo-RJ;0;0;2012;MT;SP
10;18/07/2012;19:30:00;Gremio-RS;Sport-PE;3;1;2012;RS;PR
10;18/07/2012;20:30:00;Portuguesa-SP;Cruzeiro-MG;0;2;2012;MG;CE
10;18/07/2012;20:30:00;Nautico-PE;Ponte Preta-SP;3;0;2012;GO;SC
10;18/07/2012;21:50:00;Sao Paulo-SP;Vasco da Gama-RJ;0;1;2012;SP;RJ
10;18/07/2012;21:50:00;Atletico-MG;Internacional-RS;3;1;2012;RJ;MG
10;18/07/2012;21:50:00;Flamengo-RJ;Corinthians-SP;0;3;2012;SP;RS
10;19/07/2012;21:00:00;Fluminense-RJ;Bahia-BA;4;0;2012;SP;RJ
10;19/07/2012;21:00:00;Coritiba-PR;Palmeiras-SP;1;1;2012;CE;GO
10;19/07/2012;21:00:00;Atletico-GO;Figueirense-SC;3;2;2012;PR;SP
11;21/07/2012;18:30:00;Sport-PE;Atletico-MG;1;4;2012;SP;RS
11;21/07/2012;18:30:00;Vasco da Gama-RJ;Santos-SP;2;0;2012;MG;SP
11;21/07/2012;21:00:00;Corinthians-SP;Portuguesa-SP;1;1;2012;RJ;GO
11;22/07/2012;16:00:00;Internacional-RS;Atletico-GO;4;1;2012;MT;SP
11;22/07/2012;16:00:00;Cruzeiro-MG;Flamengo-RJ;1;0;2012;RS;RJ
11;22/07/2012;16:00:00;Figueirense-SC;Sao Paulo-SP;0;2;2012;GO;CE
11;22/07/2012;16:00:00;Palmeiras-SP;Nautico-PE;3;0;2012;SP;MG
11;22/07/2012;18:30:00;Bahia-BA;Coritiba-PR;2;2;2012;PR;SP
11;22/07/2012;18:30:00;Botafogo-RJ;Gremio-RS;0;1;2012;CE;PR
11;22/07/2012;18:30:00;Ponte Preta-SP;Fluminense-RJ;1;2;2012;RJ;SC
12;25/07/2012;19:30:00;Figueirense-SC;Internacional-RS;0;1;2012;RS;SP
12;25/07/2012;19:30:00;Ponte Preta-SP;Sport-PE;1;1;2012;CE;MG
12;25/07/2012;20:30:00;Vasco da Gama-RJ;Botafogo-RJ;1;0;2012;SP;PR
12;25/07/2012;20:30:00;Nautico-PE;Coritiba-PR;3;4;2012;GO;RS
12;25/07/2012;21:50:00;Corinthians-SP;Cruzeiro-MG;2;0;2012;RJ;MT
12;25/07/2012;21:50:00;Gremio-RS;Fluminense-RJ;1;0;2012;MG;RJ
12;25/07/2012;21:50:00;Atletico-GO;Sao Paulo-SP;4;3;2012;PR;SP
12;26/07/2012;21:00:00;Atletico-MG;Santos-SP;2;0;2012;RJ;SP
12;26/07/2012;21:00:00;Flamengo-RJ;Portuguesa-SP;0;0;2012;SP;GO
12;26/07/2012;21:00:00;Palmeiras-SP;Bahia-BA;0;2;2012;SC;CE
13;28/07/2012;18:30:00;Coritiba-PR;Gremio-RS;2;1;2012;MT;CE
13;28/07/2012;18:30:00;Internacional-RS;Vasco da Gama-RJ;0;0;2012;SP;SP
13;28/07/2012;21:00:00;Botafogo-RJ;Figueirense-SC;1;0;2012;SP;GO
13;29/07/2012;16:00:00;Sport-PE;Atletico-GO;0;0;2012;MG;RJ
13;29/07/2012;16:00:00;Sao Paulo-SP;Flamengo-RJ;4;1;2012;PR;PR
13;29/07/2012;16:00:00;Fluminense-RJ;Atletico-MG;0;0;2012;RS;RJ
13;29/07/2012;16:00:00;Bahia-BA;Corinthians-SP;0;0;2012;CE;MG
13;29/07/2012;18:30:00;Cruzeiro-MG;Palmeiras-SP;2;1;2012;GO;RS
13;29/07/2012;18:30:00;Portuguesa-SP;Nautico-PE;3;1;2012;RJ;SC
13;29/07/2012;18:30:00;Santos-SP;Ponte Preta-SP;2;1;2012;SP;SP
14;04/08/2012;18:30:00;Palmeiras-SP;Internacional-RS;0;1;2012;RS;PR
14;04/08/2012;18:30:00;Atletico-GO;Botafogo-RJ;1;2;2012;PR;SP
14;04/08/2012;21:00:00;Portuguesa-SP;Figueirense-SC;2;0;2012;RJ;MG
14;05/08/2012;16:00:00;Vasco da Gama-RJ;Corinthians-SP;0;0;2012;SP;SP
14;05/08/2012;16:00:00;Gremio-RS;Bahia-BA;3;1;2012;MG;CE
14;05/08/2012;16:00:00;Coritiba-PR;Fluminense-RJ;0;2;2012;SC;SP
14;05/08/2012;16:00:00;Sao Paulo-SP;Sport-PE;1;0;2012;RJ;RJ
14;05/08/2012;18:30:00;Cruzeiro-MG;Ponte Preta-SP;1;2;2012;SP;RS
14;05/08/2012;18:30:00;Nautico-PE;Santos-SP;3;0;2012;GO;MT
14;08/08/2012;19:30:00;Sport-PE;Vasco da Gama-RJ;0;2;2012;CE;GO
15;08/08/2012;19:30:00;Internacional-RS;Nautico-PE;0;0;2012;RJ;SP
15;08/08/2012;20:30:00;Bahia-BA;Portuguesa-SP;0;0;2012;RS;MG
15;08/08/2012;20:30:00;Corinthians-SP;Atletico-GO;1;1;2012;CE;RS
15;08/08/2012;21:50:00;Santos-SP;Cruzeiro-MG;4;2;2012;SP;RJ
15;08/08/2012;21:50:00;Figueirense-SC;Flamengo-RJ;0;2;2012;SP;PR
15;08/08/2012;21:50:00;Botafogo-RJ;Palmeiras-SP;1;2;2012;SC;MT
15;09/08/2012;21:00:00;Fluminense-RJ;Sao Paulo-SP;2;1;2012;GO;SP
15;09/08/2012;21:00:00;Atletico-MG;Coritiba-PR;1;0;2012;MG;GO
15;09/08/2012;21:00:00;Ponte Preta-SP;Gremio-RS;0;0;2012;PR;CE
15;11/08/2012;18:30:00;Sport-PE;Figueirense-SC;0;1;2012;SP;RJ
16;11/08/2012;18:30:00;Bahia-BA;Cruzeiro-MG;0;1;2012;SP;SC
16;11/08/2012;18:30:00;Santos-SP;Atletico-GO;2;2;2012;RJ;CE
16;11/08/2012;21:00:00;Flamengo-RJ;Nautico-PE;2;0;2012;GO;PR
16;12/08/2012;16:00:00;Internacional-RS;Ponte Preta-SP;2;1;2012;PR;RS
16;12/08/2012;16:00:00;Sao Paulo-SP;Gremio-RS;1;2;2012;SP;RJ
16;12/08/2012;16:00:00;Atletico-MG;Vasco da Gama-RJ;1;0;2012;CE;SP
16;12/08/2012;16:00:00;Coritiba-PR;Corinthians-SP;1;2;2012;SP;GO
16;12/08/2012;18:30:00;Fluminense-RJ;Palmeiras-SP;1;0;2012;MG;SP
16;12/08/2012;18:30:00;Portuguesa-SP;Botafogo-RJ;1;1;2012;MT;RJ
16;15/08/2012;19:30:00;Gremio-RS;Portuguesa-SP;1;2;2012;RS;MG
17;15/08/2012;19:30:00;Cruzeiro-MG;Fluminense-RJ;1;1;2012;PR;RS
17;15/08/2012;20:30:00;Atletico-GO;Atletico-MG;1;1;2012;SC;SP
17;15/08/2012;20:30:00;Ponte Preta-SP;Bahia-BA;0;2;2012;RJ;PR
17;15/08/2012;21:50:00;Nautico-PE;Sao Paulo-SP;3;0;2012;CE;SP
17;15/08/2012;21:50:00;Botafogo-RJ;Sport-PE;2;0;2012;RS;GO
17;15/08/2012;21:50:00;Palmeiras-SP;Flamengo-RJ;1;0;2012;SP;RJ
17;16/08/2012;21:00:00;Vasco da Gama-RJ;Coritiba-PR;2;2;2012;RJ;MG
17;16/08/2012;21:00:00;Corinthians-SP;Internacional-RS;1;0;2012;GO;CE
17;16/08/2012;21:00:00;Figueirense-SC;Santos-SP;1;3;2012;MG;SP
17;18/08/2012;18:30:00;Nautico-PE;Bahia-BA;1;0;2012;SP;MT
18;18/08/2012;18:30:00;Fluminense-RJ;Sport-PE;1;0;2012;CE;SC
18;18/08/2012;21:00:00;Sao Paulo-SP;Ponte Preta-SP;3;0;2012;SP;CE
18;19/08/2012;16:00:00;Santos-SP;Corinthians-SP;3;2;2012;GO;RJ
18;19/08/2012;16:00:00;Atletico-MG;Botafogo-RJ;3;2;2012;PR;GO
18;19/08/2012;16:00:00;Coritiba-PR;Cruzeiro-MG;4;0;2012;RJ;RS
18;19/08/2012;16:00:00;Gremio-RS;Figueirense-SC;4;0;2012;RS;SP
18;19/08/2012;18:30:00;Atletico-GO;Palmeiras-SP;2;1;2012;SP;PR
18;19/08/2012;18:30:00;Portuguesa-SP;Internacional-RS;1;1;2012;SP;RJ
18;19/08/2012;18:30:00;Flamengo-RJ;Vasco da Gama-RJ;1;0;2012;MT;MG
18;25/08/2012;18:30:00;Vasco da Gama-RJ;Fluminense-RJ;1;2;2012;MG;SP
19;25/08/2012;18:30:00;Palmeiras-SP;Santos-SP;1;2;2012;SP;GO
19;25/08/2012;21:00:00;Ponte Preta-SP;Portuguesa-SP;2;1;2012;RJ;PR
19;26/08/2012;16:00:00;Internacional-RS;Gremio-RS;0;1;2012;SC;RJ
19;26/08/2012;16:00:00;Botafogo-RJ;Flamengo-RJ;0;0;2012;RJ;SP
19;26/08/2012;16:00:00;Corinthians-SP;Sao Paulo-SP;1;2;2012;SP;RS
19;26/08/2012;16:00:00;Figueirense-SC;Coritiba-PR;3;1;2012;RS;CE
19;26/08/2012;18:30:00;Cruzeiro-MG;Atletico-MG;2;2;2012;MG;SP
19;26/08/2012;18:30:00;Sport-PE;Nautico-PE;0;0;2012;GO;MG
19;26/08/2012;18:30:00;Bahia-BA;Atletico-GO;1;1;2012;CE;SP
19;29/08/2012;19:30:00;Coritiba-PR;Internacional-RS;1;0;2012;PR;MT
20;29/08/2012;19:30:00;Santos-SP;Bahia-BA;1;3;2012;GO;PR
20;29/08/2012;20:30:00;Nautico-PE;Figueirense-SC;3;2;2012;CE;SP
20;29/08/2012;20:30:00;Atletico-MG;Ponte Preta-SP;2;2;2012;SP;RJ
20;29/08/2012;20:30:00;Portuguesa-SP;Palmeiras-SP;3;0;2012;RJ;GO
20;29/08/2012;22:00:00;Fluminense-RJ;Corinthians-SP;1;1;2012;PR;SP
20;29/08/2012;22:00:00;Gremio-RS;Vasco da Gama-RJ;2;0;2012;RS;MG
20;29/08/2012;22:00:00;Atletico-GO;Cruzeiro-MG;0;2;2012;MT;CE
20;30/08/2012;21:00:00;Flamengo-RJ;Sport-PE;1;1;2012;MG;SC
20;30/08/2012;21:00:00;Sao Paulo-SP;Botafogo-RJ;4;0;2012;SP;RS
20;01/09/2012;18:30:00;Palmeiras-SP;Gremio-RS;0;0;2012;SP;RJ
21;01/09/2012;18:30:00;Figueirense-SC;Fluminense-RJ;2;2;2012;RJ;CE
21;01/09/2012;21:00:00;Vasco da Gama-RJ;Portuguesa-SP;2;0;2012;RS;MG
21;02/09/2012;16:00:00;Bahia-BA;Sao Paulo-SP;1;0;2012;GO;SP
21;02/09/2012;16:00:00;Sport-PE;Santos-SP;2;1;2012;SC;SP
21;02/09/2012;16:00:00;Internacional-RS;Flamengo-RJ;4;1;2012;SP;RJ
21;02/09/2012;16:00:00;Corinthians-SP;Atletico-MG;1;0;2012;RJ;MT
21;02/09/2012;18:30:00;Botafogo-RJ;Coritiba-PR;2;0;2012;SP;GO
21;02/09/2012;18:30:00;Cruzeiro-MG;Nautico-PE;3;0;2012;CE;RS
21;02/09/2012;18:30:00;Ponte Preta-SP;Atletico-GO;3;1;2012;MG;PR
21;05/09/2012;19:30:00;Flamengo-RJ;Ponte Preta-SP;0;1;2012;PR;SP
22;05/09/2012;19:30:00;Portuguesa-SP;Coritiba-PR;3;0;2012;GO;SC
22;05/09/2012;19:30:00;Nautico-PE;Vasco da Gama-RJ;1;1;2012;SP;SP
22;05/09/2012;19:30:00;Bahia-BA;Atletico-MG;0;0;2012;MT;RS
22;05/09/2012;20:30:00;Gremio-RS;Atletico-GO;2;1;2012;RJ;GO
22;05/09/2012;22:00:00;Figueirense-SC;Corinthians-SP;1;0;2012;PR;MG
22;05/09/2012;22:00:00;Cruzeiro-MG;Botafogo-RJ;1;3;2012;RJ;PR
22;05/09/2012;22:00:00;Sao Paulo-SP;Internacional-RS;1;1;2012;SP;SP
22;06/09/2012;21:00:00;Fluminense-RJ;Santos-SP;3;1;2012;CE;CE
22;06/09/2012;21:00:00;Palmeiras-SP;Sport-PE;3;1;2012;MG;SP
22;08/09/2012;18:30:00;Ponte Preta-SP;Figueirense-SC;2;2;2012;RS;RJ
23;08/09/2012;18:30:00;Coritiba-PR;Flamengo-RJ;3;0;2012;MG;GO
23;08/09/2012;21:00:00;Corinthians-SP;Gremio-RS;3;1;2012;RJ;PR
23;09/09/2012;16:00:00;Botafogo-RJ;Nautico-PE;3;1;2012;RS;RJ
23;09/09/2012;16:00:00;Santos-SP;Sao Paulo-SP;0;0;2012;SP;RJ
23;09/09/2012;16:00:00;Internacional-RS;Fluminense-RJ;0;1;2012;SP;CE
23;09/09/2012;18:30:00;Atletico-GO;Portuguesa-SP;1;1;2012;CE;SP
23;09/09/2012;18:30:00;Atletico-MG;Palmeiras-SP;3;0;2012;GO;MT
23;09/09/2012;18:30:00;Sport-PE;Cruzeiro-MG;2;1;2012;PR;MG
23;09/09/2012;18:30:00;Vasco da Gama-RJ;Bahia-BA;0;4;2012;SP;SP
23;12/09/2012;19:30:00;Corinthians-SP;Ponte Preta-SP;1;1;2012;SC;RS
24;12/09/2012;19:30:00;Portuguesa-SP;Fluminense-RJ;0;2;2012;PR;SC
24;12/09/2012;19:30:00;Figueirense-SC;Cruzeiro-MG;2;0;2012;GO;GO
24;12/09/2012;20:30:00;Sport-PE;Bahia-BA;1;1;2012;RJ;SP
24;12/09/2012;20:30:00;Atletico-GO;Coritiba-PR;1;2;2012;CE;PR
24;12/09/2012;22:00:00;Vasco da Gama-RJ;Palmeiras-SP;3;1;2012;MG;MG
24;12/09/2012;22:00:00;Santos-SP;Flamengo-RJ;2;0;2012;SP;CE
24;12/09/2012;22:00:00;Atletico-MG;Sao Paulo-SP;1;0;2012;RJ;RJ
24;13/09/2012;21:00:00;Gremio-RS;Nautico-PE;2;0;2012;MT;SP
24;13/09/2012;21:00:00;Botafogo-RJ;Internacional-RS;1;1;2012;RS;RS
24;15/09/2012;18:30:00;Fluminense-RJ;Atletico-GO;1;2;2012;SP;SP
25;15/09/2012;18:30:00;Sao Paulo-SP;Portuguesa-SP;3;1;2012;RS;SC
25;16/09/2012;16:00:00;Palmeiras-SP;Corinthians-SP;0;2;2012;SP;SP
25;16/09/2012;16:00:00;Cruzeiro-MG;Vasco da Gama-RJ;1;1;2012;PR;RJ
25;16/09/2012;16:00:00;Coritiba-PR;Santos-SP;1;2;2012;MG;PR
25;16/09/2012;16:00:00;Nautico-PE;Atletico-MG;1;0;2012;RJ;CE
25;16/09/2012;16:00:00;Bahia-BA;Figueirense-SC;2;1;2012;CE;RJ
25;16/09/2012;18:30:00;Flamengo-RJ;Gremio-RS;1;1;2012;SP;RS
25;16/09/2012;18:30:00;Internacional-RS;Sport-PE;2;2;2012;GO;MG
25;16/09/2012;18:30:00;Ponte Preta-SP;Botafogo-RJ;0;0;2012;MT;SP
25;22/09/2012;18:30:00;Fluminense-RJ;Nautico-PE;2;1;2012;SP;GO
26;22/09/2012;18:30:00;Figueirense-SC;Palmeiras-SP;1;3;2012;MG;SP
26;22/09/2012;21:00:00;Santos-SP;Portuguesa-SP;1;3;2012;CE;SP
26;23/09/2012;16:00:00;Botafogo-RJ;Corinthians-SP;2;2;2012;RS;MT
26;23/09/2012;16:00:00;Sao Paulo-SP;Cruzeiro-MG;1;0;2012;RJ;CE
26;23/09/2012;16:00:00;Ponte Preta-SP;Vasco da Gama-RJ;0;0;2012;SP;RS
26;23/09/2012;16:00:00;Atletico-GO;Flamengo-RJ;1;2;2012;RJ;MG
26;23/09/2012;18:30:00;Internacional-RS;Bahia-BA;3;1;2012;SC;PR
26;23/09/2012;18:30:00;Atletico-MG;Gremio-RS;0;0;2012;SP;SP
26;23/09/2012;18:30:00;Sport-PE;Coritiba-PR;1;0;2012;PR;GO
26;26/09/2012;22:00:00;Flamengo-RJ;Atletico-MG;2;1;2012;GO;RJ
27;29/09/2012;18:30:00;Nautico-PE;Atletico-GO;2;0;2012;SC;MG
27;29/09/2012;18:30:00;Portuguesa-SP;Atletico-MG;1;1;2012;RJ;PR
27;29/09/2012;18:30:00;Vasco da Gama-RJ;Figueirense-SC;3;1;2012;SP;GO
27;29/09/2012;18:30:00;Cruzeiro-MG;Internacional-RS;0;0;2012;RJ;RJ
27;29/09/2012;21:00:00;Palmeiras-SP;Ponte Preta-SP;3;0;2012;CE;SP
27;30/09/2012;16:00:00;Flamengo-RJ;Fluminense-RJ;0;1;2012;RS;CE
27;30/09/2012;16:00:00;Corinthians-SP;Sport-PE;3;0;2012;MG;SP
27;30/09/2012;16:00:00;Coritiba-PR;Sao Paulo-SP;1;1;2012;SP;SP
27;30/09/2012;16:00:00;Bahia-BA;Botafogo-RJ;2;0;2012;PR;MT
27;30/09/2012;18:30:00;Gremio-RS;Santos-SP;1;1;2012;GO;RS
28;04/10/2012;21:00:00;Flamengo-RJ;Bahia-BA;0;0;2012;SP;SC
28;04/10/2012;21:00:00;Portuguesa-SP;Sport-PE;5;1;2012;SP;PR
28;04/10/2012;21:00:00;Coritiba-PR;Ponte Preta-SP;1;0;2012;PR;CE
28;06/10/2012;16:00:00;Sao Paulo-SP;Palmeiras-SP;3;0;2012;RJ;RS
28;06/10/2012;16:20:00;Atletico-GO;Vasco da Gama-RJ;0;1;2012;SP;GO
28;06/10/2012;16:20:00;Santos-SP;Internacional-RS;1;1;2012;CE;RJ
28;06/10/2012;16:20:00;Nautico-PE;Corinthians-SP;2;1;2012;MT;MG
28;06/10/2012;18:30:00;Fluminense-RJ;Botafogo-RJ;1;0;2012;RS;SP
28;06/10/2012;18:30:00;Gremio-RS;Cruzeiro-MG;2;1;2012;GO;RJ
28;06/10/2012;18:30:00;Atletico-MG;Figueirense-SC;6;0;2012;MG;SP
29;10/10/2012;19:30:00;Botafogo-RJ;Santos-SP;0;2;2012;MG;RJ
29;10/10/2012;19:30:00;Cruzeiro-MG;Portuguesa-SP;2;0;2012;RS;SP
29;10/10/2012;19:30:00;Ponte Preta-SP;Nautico-PE;2;1;2012;CE;MG
29;10/10/2012;19:30:00;Figueirense-SC;Atletico-GO;3;1;2012;SC;GO
29;10/10/2012;19:30:00;Bahia-BA;Fluminense-RJ;0;2;2012;GO;CE
29;10/10/2012;22:00:00;Internacional-RS;Atletico-MG;3;0;2012;PR;RS
29;10/10/2012;22:00:00;Vasco da Gama-RJ;Sao Paulo-SP;0;2;2012;RJ;SP
29;10/10/2012;22:00:00;Corinthians-SP;Flamengo-RJ;3;2;2012;SP;MT
29;11/10/2012;21:00:00;Palmeiras-SP;Coritiba-PR;0;1;2012;RJ;SP
29;11/10/2012;21:00:00;Sport-PE;Gremio-RS;1;3;2012;SP;PR
30;13/10/2012;18:30:00;Atletico-GO;Internacional-RS;3;1;2012;RS;SP
30;13/10/2012;18:30:00;Flamengo-RJ;Cruzeiro-MG;1;1;2012;SP;MT
30;13/10/2012;21:00:00;Portuguesa-SP;Corinthians-SP;1;1;2012;CE;GO
30;14/10/2012;16:00:00;Santos-SP;Vasco da Gama-RJ;2;0;2012;GO;RJ
30;14/10/2012;16:00:00;Sao Paulo-SP;Figueirense-SC;2;0;2012;PR;CE
30;14/10/2012;16:00:00;Atletico-MG;Sport-PE;2;1;2012;RJ;RS
30;14/10/2012;16:00:00;Coritiba-PR;Bahia-BA;2;1;2012;SP;MG
30;14/10/2012;16:00:00;Nautico-PE;Palmeiras-SP;1;0;2012;SP;PR
