Rodada;Data;Horário;Mandante;Visitante;Mandante Placar;Visitante Placar;season;Estado Mandante;Estado Visitante
17;29/07/2017;16:00:00;Botafogo-RJ;Sao Paulo-SP;3;4;2017;RJ;SP
17;29/07/2017;19:00:00;Palmeiras-SP;Avai-SC;2;0;2017;SP;SC
17;30/07/2017;11:00:00;Chapecoense-SC;Atletico-GO;1;2;2017;SC;GO
17;30/07/2017;16:00:00;Coritiba-PR;Atletico-MG;0;2;2017;PR;MG
17;30/07/2017;16:00:00;Bahia-BA;Sport-PE;1;3;2017;BA;PE
17;30/07/2017;16:00:00;Corinthians-SP;Flamengo-RJ;1;1;2017;SP;RJ
17;30/07/2017;19:00:00;Cruzeiro-MG;Vitoria-BA;0;0;2017;MG;BA
17;30/07/2017;19:00:00;Gremio-RS;Santos-SP;1;1;2017;RS;SP
17;31/07/2017;20:00:00;Vasco da Gama-RJ;Atletico-PR;0;1;2017;RJ;PR
17;02/08/2017;19:30:00;Sport-PE;Fluminense-RJ;2;2;2017;SP;RJ
18;02/08/2017;19:30:00;Chapecoense-SC;Bahia-BA;1;1;2017;PE;RJ
18;02/08/2017;21:00:00;Atletico-MG;Corinthians-SP;0;2;2017;SC;BA
18;02/08/2017;21:00:00;Vitoria-BA;Ponte Preta-SP;3;1;2017;MG;SP
18;02/08/2017;21:45:00;Botafogo-RJ;Palmeiras-SP;1;2;2017;BA;SP
18;02/08/2017;21:45:00;Santos-SP;Flamengo-RJ;3;2;2017;RJ;SP
18;02/08/2017;21:45:00;Atletico-GO;Gremio-RS;0;1;2017;SP;RJ
18;03/08/2017;19:30:00;Atletico-PR;Avai-SC;5;0;2017;GO;RS
18;03/08/2017;19:30:00;Sao Paulo-SP;Coritiba-PR;1;2;2017;PR;SC
18;03/08/2017;20:00:00;Vasco da Gama-RJ;Cruzeiro-MG;0;3;2017;SP;PR
18;05/08/2017;19:00:00;Corinthians-SP;Sport-PE;3;1;2017;RJ;MG
19;05/08/2017;19:00:00;Fluminense-RJ;Atletico-GO;3;1;2017;SP;PE
19;06/08/2017;11:00:00;Flamengo-RJ;Vitoria-BA;0;2;2017;RJ;GO
19;06/08/2017;16:00:00;Palmeiras-SP;Atletico-PR;0;1;2017;RJ;BA
19;06/08/2017;16:00:00;Cruzeiro-MG;Botafogo-RJ;0;0;2017;SP;PR
19;06/08/2017;16:00:00;Coritiba-PR;Chapecoense-SC;2;0;2017;MG;RJ
19;06/08/2017;16:00:00;Gremio-RS;Atletico-MG;2;0;2017;PR;SC
19;06/08/2017;16:00:00;Bahia-BA;Sao Paulo-SP;2;1;2017;RS;MG
19;06/08/2017;19:00:00;Ponte Preta-SP;Vasco da Gama-RJ;0;0;2017;BA;SP
19;06/08/2017;19:00:00;Avai-SC;Santos-SP;0;0;2017;SP;RJ
19;09/08/2017;20:00:00;Ponte Preta-SP;Fluminense-RJ;0;0;2017;SC;SP
20;12/08/2017;16:00:00;Atletico-GO;Coritiba-PR;1;0;2017;GO;PR
20;12/08/2017;19:00:00;Vitoria-BA;Avai-SC;0;1;2017;BA;SC
20;13/08/2017;11:00:00;Sao Paulo-SP;Cruzeiro-MG;3;2;2017;SP;MG
20;13/08/2017;16:00:00;Vasco da Gama-RJ;Palmeiras-SP;1;1;2017;RJ;SP
20;13/08/2017;16:00:00;Atletico-MG;Flamengo-RJ;2;0;2017;MG;RJ
20;13/08/2017;16:00:00;Sport-PE;Ponte Preta-SP;0;0;2017;PE;SP
20;13/08/2017;19:00:00;Atletico-PR;Bahia-BA;4;1;2017;PR;BA
20;13/08/2017;19:00:00;Botafogo-RJ;Gremio-RS;1;0;2017;RJ;RS
20;14/08/2017;20:00:00;Santos-SP;Fluminense-RJ;0;0;2017;SP;RJ
20;19/08/2017;16:00:00;Corinthians-SP;Vitoria-BA;0;1;2017;SC;SP
21;19/08/2017;19:00:00;Flamengo-RJ;Atletico-GO;2;0;2017;SP;BA
21;20/08/2017;11:00:00;Gremio-RS;Atletico-PR;0;0;2017;RJ;GO
21;20/08/2017;16:00:00;Ponte Preta-SP;Botafogo-RJ;2;1;2017;RS;PR
21;20/08/2017;16:00:00;Cruzeiro-MG;Sport-PE;2;0;2017;SP;RJ
21;20/08/2017;16:00:00;Bahia-BA;Vasco da Gama-RJ;3;0;2017;MG;PE
21;20/08/2017;16:00:00;Avai-SC;Sao Paulo-SP;1;1;2017;BA;RJ
21;20/08/2017;19:00:00;Palmeiras-SP;Chapecoense-SC;0;2;2017;SC;SP
21;20/08/2017;19:00:00;Coritiba-PR;Santos-SP;0;0;2017;SP;SC
21;21/08/2017;20:00:00;Fluminense-RJ;Atletico-MG;2;1;2017;PR;SP
21;23/08/2017;19:30:00;Chapecoense-SC;Corinthians-SP;0;1;2017;RJ;MG
22;26/08/2017;16:00:00;Fluminense-RJ;Vasco da Gama-RJ;0;1;2017;RJ;RJ
22;26/08/2017;19:00:00;Corinthians-SP;Atletico-GO;0;1;2017;SP;GO
22;27/08/2017;16:00:00;Flamengo-RJ;Atletico-PR;2;0;2017;RJ;PR
22;27/08/2017;16:00:00;Palmeiras-SP;Sao Paulo-SP;4;2;2017;SP;SP
22;27/08/2017;16:00:00;Bahia-BA;Botafogo-RJ;1;2;2017;BA;RJ
22;27/08/2017;16:00:00;Ponte Preta-SP;Atletico-MG;1;2;2017;SP;MG
22;27/08/2017;19:00:00;Cruzeiro-MG;Santos-SP;1;1;2017;MG;SP
22;27/08/2017;19:00:00;Avai-SC;Chapecoense-SC;1;0;2017;SC;SC
22;28/08/2017;20:00:00;Coritiba-PR;Vitoria-BA;0;1;2017;PR;BA
22;02/09/2017;16:00:00;Gremio-RS;Sport-PE;5;0;2017;RS;PE
23;09/09/2017;16:00:00;Atletico-MG;Palmeiras-SP;1;1;2017;MG;SP
23;09/09/2017;18:00:00;Vasco da Gama-RJ;Gremio-RS;1;0;2017;RJ;RS
23;09/09/2017;19:00:00;Sao Paulo-SP;Ponte Preta-SP;2;2;2017;SP;SP
23;10/09/2017;11:00:00;Atletico-PR;Coritiba-PR;1;1;2017;PR;PR
23;10/09/2017;16:00:00;Santos-SP;Corinthians-SP;2;0;2017;SP;SP
23;10/09/2017;16:00:00;Sport-PE;Avai-SC;0;1;2017;PE;SC
23;10/09/2017;16:00:00;Vitoria-BA;Fluminense-RJ;2;2;2017;BA;RJ
23;10/09/2017;19:00:00;Botafogo-RJ;Flamengo-RJ;2;0;2017;RJ;RJ
23;10/09/2017;19:00:00;Chapecoense-SC;Cruzeiro-MG;1;2;2017;SC;MG
23;11/09/2017;20:00:00;Atletico-GO;Bahia-BA;1;1;2017;GO;BA
24;16/09/2017;19:00:00;Botafogo-RJ;Santos-SP;2;0;2017;RJ;SP
24;16/09/2017;21:00:00;Ponte Preta-SP;Atletico-GO;1;3;2017;SP;GO
24;17/09/2017;11:00:00;Avai-SC;Atletico-MG;1;1;2017;SC;MG
24;17/09/2017;16:00:00;Gremio-RS;Chapecoense-SC;0;1;2017;RS;SC
24;17/09/2017;16:00:00;Flamengo-RJ;Sport-PE;2;0;2017;RJ;PE
24;17/09/2017;16:00:00;Corinthians-SP;Vasco da Gama-RJ;1;0;2017;SP;RJ
24;17/09/2017;16:00:00;Vitoria-BA;Sao Paulo-SP;1;2;2017;BA;SP
24;17/09/2017;16:00:00;Atletico-PR;Fluminense-RJ;3;1;2017;PR;RJ
24;17/09/2017;19:00:00;Cruzeiro-MG;Bahia-BA;1;0;2017;MG;BA
24;18/09/2017;20:00:00;Palmeiras-SP;Coritiba-PR;1;0;2017;SP;PR
25;23/09/2017;19:00:00;Flamengo-RJ;Avai-SC;1;1;2017;RJ;SC
25;23/09/2017;21:00:00;Santos-SP;Atletico-PR;1;0;2017;SP;PR
25;24/09/2017;11:00:00;Sao Paulo-SP;Corinthians-SP;1;1;2017;SP;SP
25;24/09/2017;16:00:00;Chapecoense-SC;Ponte Preta-SP;1;0;2017;SC;SP
25;24/09/2017;16:00:00;Atletico-GO;Cruzeiro-MG;1;2;2017;GO;MG
25;24/09/2017;16:00:00;Coritiba-PR;Botafogo-RJ;2;3;2017;PR;RJ
25;24/09/2017;16:00:00;Fluminense-RJ;Palmeiras-SP;0;1;2017;RJ;SP
25;24/09/2017;19:00:00;Atletico-MG;Vitoria-BA;1;3;2017;MG;BA
25;24/09/2017;19:00:00;Bahia-BA;Gremio-RS;1;0;2017;BA;RS
25;25/09/2017;20:00:00;Sport-PE;Vasco da Gama-RJ;1;1;2017;PE;RJ
26;30/09/2017;16:00:00;Vasco da Gama-RJ;Chapecoense-SC;1;1;2017;RJ;SC
26;30/09/2017;16:00:00;Bahia-BA;Coritiba-PR;1;1;2017;BA;PR
26;30/09/2017;19:00:00;Palmeiras-SP;Santos-SP;0;1;2017;SP;SP
26;01/10/2017;16:00:00;Botafogo-RJ;Vitoria-BA;2;3;2017;RJ;BA
26;01/10/2017;16:00:00;Sao Paulo-SP;Sport-PE;1;0;2017;SP;PE
26;01/10/2017;16:00:00;Cruzeiro-MG;Corinthians-SP;1;1;2017;MG;SP
26;01/10/2017;16:00:00;Avai-SC;Atletico-GO;0;2;2017;SC;GO
26;01/10/2017;16:00:00;Gremio-RS;Fluminense-RJ;1;0;2017;RS;RJ
26;01/10/2017;19:00:00;Atletico-PR;Atletico-MG;0;2;2017;PR;MG
26;02/10/2017;20:00:00;Ponte Preta-SP;Flamengo-RJ;1;0;2017;SP;RJ
27;07/10/2017;16:00:00;Cruzeiro-MG;Ponte Preta-SP;2;1;2017;RJ;SC
27;11/10/2017;19:30:00;Botafogo-RJ;Chapecoense-SC;2;1;2017;PR;GO
27;11/10/2017;19:30:00;Atletico-PR;Atletico-GO;2;2;2017;SP;PR
27;11/10/2017;21:00:00;Corinthians-SP;Coritiba-PR;3;1;2017;MG;SP
27;11/10/2017;21:45:00;Atletico-MG;Sao Paulo-SP;1;0;2017;RS;MG
27;11/10/2017;21:45:00;Gremio-RS;Cruzeiro-MG;0;1;2017;SC;RJ
27;11/10/2017;21:45:00;Avai-SC;Vasco da Gama-RJ;1;2;2017;RJ;RJ
27;12/10/2017;17:00:00;Flamengo-RJ;Fluminense-RJ;1;1;2017;BA;PE
27;12/10/2017;17:00:00;Vitoria-BA;Sport-PE;1;2;2017;SP;SP
27;12/10/2017;17:00:00;Ponte Preta-SP;Santos-SP;1;1;2017;SP;BA
28;12/10/2017;21:00:00;Palmeiras-SP;Bahia-BA;2;2;2017;MG;SP
28;14/10/2017;19:00:00;Vasco da Gama-RJ;Botafogo-RJ;1;0;2017;RJ;RJ
28;14/10/2017;21:00:00;Sao Paulo-SP;Atletico-PR;2;1;2017;SP;PR
28;15/10/2017;17:00:00;Fluminense-RJ;Avai-SC;1;0;2017;RJ;SC
28;15/10/2017;17:00:00;Sport-PE;Atletico-MG;1;1;2017;PE;MG
28;15/10/2017;17:00:00;Atletico-GO;Palmeiras-SP;1;3;2017;GO;SP
28;15/10/2017;17:00:00;Chapecoense-SC;Flamengo-RJ;0;1;2017;SC;RJ
28;15/10/2017;19:00:00;Coritiba-PR;Gremio-RS;0;1;2017;PR;RS
28;15/10/2017;19:00:00;Bahia-BA;Corinthians-SP;2;0;2017;BA;SP
28;16/10/2017;20:00:00;Santos-SP;Vitoria-BA;2;2;2017;SP;BA
29;18/10/2017;19:30:00;Atletico-GO;Vasco da Gama-RJ;0;1;2017;GO;RJ
29;18/10/2017;19:30:00;Coritiba-PR;Cruzeiro-MG;1;0;2017;PR;MG
29;18/10/2017;21:00:00;Atletico-MG;Chapecoense-SC;2;3;2017;MG;SC
29;18/10/2017;21:45:00;Avai-SC;Botafogo-RJ;1;1;2017;SC;RJ
29;18/10/2017;21:45:00;Fluminense-RJ;Sao Paulo-SP;3;1;2017;RJ;SP
29;18/10/2017;21:45:00;Corinthians-SP;Gremio-RS;0;0;2017;SP;RS
29;19/10/2017;20:00:00;Palmeiras-SP;Ponte Preta-SP;2;0;2017;SP;SP
29;19/10/2017;20:00:00;Vitoria-BA;Atletico-PR;2;3;2017;BA;PR
29;19/10/2017;21:00:00;Flamengo-RJ;Bahia-BA;4;1;2017;RJ;BA
29;19/10/2017;21:00:00;Sport-PE;Santos-SP;1;1;2017;PE;SP
30;21/10/2017;17:00:00;Vasco da Gama-RJ;Coritiba-PR;1;1;2017;RJ;PR
30;22/10/2017;17:00:00;Atletico-PR;Sport-PE;2;1;2017;PR;PE
30;22/10/2017;17:00:00;Sao Paulo-SP;Flamengo-RJ;2;0;2017;SP;RJ
30;22/10/2017;17:00:00;Cruzeiro-MG;Atletico-MG;1;3;2017;MG;MG
30;22/10/2017;17:00:00;Gremio-RS;Palmeiras-SP;1;3;2017;RS;SP
30;22/10/2017;17:00:00;Bahia-BA;Vitoria-BA;2;1;2017;BA;BA
30;22/10/2017;17:00:00;Santos-SP;Atletico-GO;1;0;2017;SP;GO
30;22/10/2017;19:00:00;Ponte Preta-SP;Avai-SC;1;2;2017;SP;SC
30;22/10/2017;19:00:00;Chapecoense-SC;Fluminense-RJ;2;0;2017;SC;RJ
30;23/10/2017;20:00:00;Botafogo-RJ;Corinthians-SP;2;1;2017;RJ;SP
31;28/10/2017;17:00:00;Sao Paulo-SP;Santos-SP;2;1;2017;SP;SP
31;28/10/2017;19:00:00;Flamengo-RJ;Vasco da Gama-RJ;0;0;2017;RJ;RJ
31;28/10/2017;21:00:00;Atletico-PR;Chapecoense-SC;0;0;2017;PR;SC
31;29/10/2017;17:00:00;Fluminense-RJ;Bahia-BA;1;1;2017;RJ;BA
31;29/10/2017;17:00:00;Atletico-MG;Botafogo-RJ;0;0;2017;MG;RJ
31;29/10/2017;17:00:00;Ponte Preta-SP;Corinthians-SP;1;0;2017;SP;SP
31;29/10/2017;18:00:00;Sport-PE;Coritiba-PR;3;4;2017;PE;PR
31;29/10/2017;18:00:00;Vitoria-BA;Atletico-GO;1;1;2017;BA;GO
31;29/10/2017;19:00:00;Avai-SC;Gremio-RS;2;2;2017;SC;RS
31;30/10/2017;20:00:00;Palmeiras-SP;Cruzeiro-MG;2;2;2017;SP;MG
32;04/11/2017;17:00:00;Santos-SP;Atletico-MG;3;1;2017;SP;MG
32;04/11/2017;19:00:00;Botafogo-RJ;Fluminense-RJ;1;2;2017;RJ;RJ
32;04/11/2017;19:00:00;Atletico-GO;Sao Paulo-SP;0;1;2017;GO;SP
32;04/11/2017;21:00:00;Coritiba-PR;Avai-SC;4;0;2017;PR;SC
32;05/11/2017;17:00:00;Corinthians-SP;Palmeiras-SP;3;2;2017;SP;SP
32;05/11/2017;17:00:00;Gremio-RS;Flamengo-RJ;3;1;2017;RS;RJ
32;05/11/2017;17:00:00;Cruzeiro-MG;Atletico-PR;1;0;2017;MG;PR
32;05/11/2017;18:00:00;Bahia-BA;Ponte Preta-SP;2;0;2017;BA;SP
32;05/11/2017;19:00:00;Chapecoense-SC;Sport-PE;1;1;2017;SC;PE
32;05/11/2017;19:00:00;Vasco da Gama-RJ;Vitoria-BA;1;1;2017;RJ;BA
33;08/11/2017;19:30:00;Ponte Preta-SP;Gremio-RS;0;1;2017;SP;RS
33;08/11/2017;19:30:00;Avai-SC;Bahia-BA;1;2;2017;SC;BA
33;08/11/2017;21:00:00;Sport-PE;Botafogo-RJ;1;2;2017;PE;RJ
33;08/11/2017;21:00:00;Atletico-PR;Corinthians-SP;0;1;2017;PR;SP
33;08/11/2017;21:45:00;Flamengo-RJ;Cruzeiro-MG;2;0;2017;RJ;MG
33;08/11/2017;21:45:00;Santos-SP;Vasco da Gama-RJ;1;2;2017;SP;RJ
33;08/11/2017;21:45:00;Vitoria-BA;Palmeiras-SP;3;1;2017;BA;SP
33;09/11/2017;20:00:00;Sao Paulo-SP;Chapecoense-SC;2;2;2017;SP;SC
33;09/11/2017;20:00:00;Atletico-MG;Atletico-GO;3;2;2017;MG;GO
33;09/11/2017;21:00:00;Fluminense-RJ;Coritiba-PR;2;2;2017;RJ;PR
34;11/11/2017;17:00:00;Botafogo-RJ;Atletico-PR;0;1;2017;RJ;PR
34;11/11/2017;19:00:00;Corinthians-SP;Avai-SC;1;0;2017;SP;SC
34;12/11/2017;17:00:00;Gremio-RS;Vitoria-BA;1;1;2017;RS;BA
34;12/11/2017;17:00:00;Vasco da Gama-RJ;Sao Paulo-SP;1;1;2017;RJ;SP
34;12/11/2017;17:00:00;Atletico-GO;Sport-PE;2;0;2017;GO;PE
34;12/11/2017;17:00:00;Palmeiras-SP;Flamengo-RJ;2;0;2017;SP;RJ
34;12/11/2017;18:00:00;Bahia-BA;Atletico-MG;2;2;2017;BA;MG
34;12/11/2017;19:00:00;Cruzeiro-MG;Fluminense-RJ;3;1;2017;MG;RJ
34;12/11/2017;19:00:00;Coritiba-PR;Ponte Preta-SP;1;1;2017;PR;SP
34;13/11/2017;20:00:00;Chapecoense-SC;Santos-SP;2;0;2017;SC;SP
35;15/11/2017;17:00:00;Ponte Preta-SP;Atletico-PR;2;1;2017;SP;PR
35;15/11/2017;19:30:00;Gremio-RS;Sao Paulo-SP;1;0;2017;RS;SP
35;15/11/2017;19:30:00;Cruzeiro-MG;Avai-SC;2;2;2017;MG;SC
35;15/11/2017;21:45:00;Vasco da Gama-RJ;Atletico-MG;1;1;2017;RJ;MG
35;15/11/2017;21:45:00;Corinthians-SP;Fluminense-RJ;3;1;2017;SP;RJ
35;16/11/2017;20:00:00;Chapecoense-SC;Vitoria-BA;2;1;2017;SC;BA
35;16/11/2017;20:00:00;Botafogo-RJ;Atletico-GO;1;2;2017;RJ;GO
35;16/11/2017;20:00:00;Palmeiras-SP;Sport-PE;5;1;2017;SP;PE
35;16/11/2017;21:00:00;Coritiba-PR;Flamengo-RJ;1;0;2017;PR;RJ
35;16/11/2017;21:00:00;Bahia-BA;Santos-SP;3;1;2017;BA;SP
36;19/11/2017;17:00:00;Flamengo-RJ;Corinthians-SP;3;0;2017;RJ;SP
36;19/11/2017;17:00:00;Sao Paulo-SP;Botafogo-RJ;0;0;2017;SP;RJ
36;19/11/2017;17:00:00;Vitoria-BA;Cruzeiro-MG;1;1;2017;BA;MG
36;19/11/2017;17:00:00;Atletico-GO;Chapecoense-SC;1;1;2017;GO;SC
36;19/11/2017;17:00:00;Sport-PE;Bahia-BA;1;0;2017;PE;BA
36;19/11/2017;19:00:00;Atletico-PR;Vasco da Gama-RJ;3;1;2017;PR;RJ
36;19/11/2017;19:00:00;Santos-SP;Gremio-RS;1;0;2017;SP;RS
36;19/11/2017;19:00:00;Atletico-MG;Coritiba-PR;3;0;2017;MG;PR
36;20/11/2017;17:00:00;Fluminense-RJ;Ponte Preta-SP;2;0;2017;RJ;SP
36;20/11/2017;20:00:00;Avai-SC;Palmeiras-SP;2;1;2017;SC;SP
37;25/11/2017;17:00:00;Fluminense-RJ;Sport-PE;1;2;2017;RJ;PE
37;26/11/2017;17:00:00;Gremio-RS;Atletico-GO;1;1;2017;RS;GO
37;26/11/2017;17:00:00;Avai-SC;Atletico-PR;1;0;2017;SC;PR
37;26/11/2017;17:00:00;Corinthians-SP;Atletico-MG;2;2;2017;SP;MG
37;26/11/2017;17:00:00;Cruzeiro-MG;Vasco da Gama-RJ;0;1;2017;MG;RJ
37;26/11/2017;17:00:00;Coritiba-PR;Sao Paulo-SP;1;2;2017;PR;SP
37;26/11/2017;17:00:00;Ponte Preta-SP;Vitoria-BA;2;3;2017;SP;BA
37;26/11/2017;19:00:00;Bahia-BA;Chapecoense-SC;0;1;2017;BA;SC
37;26/11/2017;19:00:00;Flamengo-RJ;Santos-SP;1;2;2017;RJ;SP
37;27/11/2017;20:00:00;Palmeiras-SP;Botafogo-RJ;2;0;2017;SP;RJ
38;03/12/2017;17:00:00;Botafogo-RJ;Cruzeiro-MG;2;2;2017;RJ;MG
38;03/12/2017;17:00:00;Vasco da Gama-RJ;Ponte Preta-SP;2;1;2017;RJ;SP
38;03/12/2017;17:00:00;Santos-SP;Avai-SC;1;1;2017;SP;SC
38;03/12/2017;17:00:00;Sao Paulo-SP;Bahia-BA;1;1;2017;SP;BA
38;03/12/2017;17:00:00;Atletico-MG;Gremio-RS;4;3;2017;MG;RS
38;03/12/2017;17:00:00;Atletico-PR;Palmeiras-SP;3;0;2017;PR;SP
38;03/12/2017;17:00:00;Sport-PE;Corinthians-SP;1;0;2017;PE;SP
38;03/12/2017;17:00:00;Vitoria-BA;Flamengo-RJ;1;2;2017;BA;RJ
38;03/12/2017;17:00:00;Atletico-GO;Fluminense-RJ;1;1;2017;GO;RJ
38;03/12/2017;17:00:00;Chapecoense-SC;Coritiba-PR;2;1;2017;SC;PR
1;14/04/2018;16:00:00;Cruzeiro-MG;Gremio-RS;0;1;2018;SP;PR
1;14/04/2018;19:00:00;Vitoria-BA;Flamengo-RJ;2;2;2018;RJ;PE
1;14/04/2018;21:00:00;Santos-SP;Ceara-CE;2;0;2018;MG;SP
1;15/04/2018;11:00:00;America-MG;Sport-PE;3;0;2018;PR;MG
1;15/04/2018;16:00:00;Vasco da Gama-RJ;Atletico-MG;2;1;2018;RJ;SP
1;15/04/2018;16:00:00;Corinthians-SP;Fluminense-RJ;2;1;2018;PE;BA
1;15/04/2018;16:00:00;Internacional-RS;Bahia-BA;2;0;2018;SP;RS
1;15/04/2018;19:00:00;Atletico-PR;Chapecoense-SC;5;1;2018;SC;SP
1;16/04/2018;20:00:00;Botafogo-RJ;Palmeiras-SP;1;1;2018;MG;RJ
1;16/04/2018;20:00:00;Sao Paulo-SP;Parana-PR;1;0;2018;RS;SC
2;21/04/2018;16:00:00;Bahia-BA;Santos-SP;1;0;2018;SP;SP
2;21/04/2018;19:00:00;Flamengo-RJ;America-MG;2;0;2018;RJ;PE
2;22/04/2018;11:00:00;Parana-PR;Corinthians-SP;0;4;2018;MG;SC
2;22/04/2018;16:00:00;Chapecoense-SC;Vasco da Gama-RJ;1;1;2018;PR;MG
2;22/04/2018;16:00:00;Fluminense-RJ;Cruzeiro-MG;1;0;2018;SP;PR
2;22/04/2018;16:00:00;Ceara-CE;Sao Paulo-SP;0;0;2018;SC;MG
2;22/04/2018;16:00:00;Palmeiras-SP;Internacional-RS;1;0;2018;SP;RS
2;22/04/2018;16:00:00;Atletico-MG;Vitoria-BA;2;1;2018;RS;RJ
2;22/04/2018;19:00:00;Gremio-RS;Atletico-PR;0;0;2018;BA;SP
2;23/04/2018;20:00:00;Sport-PE;Botafogo-RJ;1;1;2018;PE;RJ
3;28/04/2018;16:00:00;Botafogo-RJ;Gremio-RS;2;1;2018;RJ;PR
3;29/04/2018;16:00:00;Palmeiras-SP;Chapecoense-SC;0;0;2018;SC;SP
3;29/04/2018;16:00:00;Ceara-CE;Flamengo-RJ;0;3;2018;RJ;SC
3;29/04/2018;16:00:00;Bahia-BA;Atletico-PR;0;0;2018;MG;BA
3;29/04/2018;16:00:00;Fluminense-RJ;Sao Paulo-SP;1;1;2018;PR;SP
3;29/04/2018;16:00:00;Parana-PR;Sport-PE;1;2;2018;PE;MG
3;29/04/2018;16:00:00;Atletico-MG;Corinthians-SP;1;0;2018;SP;RJ
3;29/04/2018;19:00:00;Internacional-RS;Cruzeiro-MG;0;0;2018;SP;SP
3;30/04/2018;20:00:00;America-MG;Vitoria-BA;2;1;2018;RS;PE
3;05/05/2018;19:00:00;Vasco da Gama-RJ;America-MG;4;1;2018;MG;RS
4;05/05/2018;19:00:00;Sao Paulo-SP;Atletico-MG;2;2;2018;MG;MG
4;06/05/2018;11:00:00;Corinthians-SP;Ceara-CE;1;1;2018;PR;SC
4;06/05/2018;16:00:00;Flamengo-RJ;Internacional-RS;2;0;2018;SC;PE
4;06/05/2018;16:00:00;Vitoria-BA;Fluminense-RJ;1;2;2018;SP;RJ
4;06/05/2018;16:00:00;Atletico-PR;Palmeiras-SP;1;3;2018;PE;SP
4;06/05/2018;16:00:00;Cruzeiro-MG;Botafogo-RJ;1;0;2018;SP;SP
4;06/05/2018;19:00:00;Sport-PE;Bahia-BA;2;0;2018;RJ;RJ
4;06/05/2018;19:00:00;Gremio-RS;Santos-SP;5;1;2018;BA;MG
4;07/05/2018;20:00:00;Chapecoense-SC;Parana-PR;1;1;2018;RS;PR
4;12/05/2018;16:00:00;Gremio-RS;Internacional-RS;0;0;2018;SP;RS
5;13/05/2018;11:00:00;Cruzeiro-MG;Sport-PE;2;0;2018;RS;PR
5;13/05/2018;16:00:00;Atletico-PR;Atletico-MG;1;2;2018;PR;SC
5;13/05/2018;16:00:00;Chapecoense-SC;Flamengo-RJ;3;2;2018;PE;PE
5;13/05/2018;16:00:00;Bahia-BA;Sao Paulo-SP;2;2;2018;SP;SP
5;13/05/2018;16:00:00;Vasco da Gama-RJ;Vitoria-BA;2;3;2018;RJ;MG
5;13/05/2018;16:00:00;Corinthians-SP;Palmeiras-SP;1;0;2018;SC;SP
5;13/05/2018;19:00:00;Santos-SP;Parana-PR;3;1;2018;MG;RJ
5;14/05/2018;20:00:00;Ceara-CE;America-MG;2;2;2018;MG;SP
5;14/05/2018;20:00:00;Botafogo-RJ;Fluminense-RJ;2;1;2018;RJ;BA
5;19/05/2018;16:00:00;Atletico-MG;Cruzeiro-MG;1;0;2018;SP;RS
6;19/05/2018;19:00:00;Flamengo-RJ;Vasco da Gama-RJ;1;1;2018;PR;PE
6;19/05/2018;21:00:00;Palmeiras-SP;Bahia-BA;3;0;2018;SC;RJ
6;20/05/2018;11:00:00;Vitoria-BA;Ceara-CE;2;1;2018;SP;PR
6;20/05/2018;16:00:00;Parana-PR;Gremio-RS;0;0;2018;MG;SC
6;20/05/2018;16:00:00;America-MG;Botafogo-RJ;1;0;2018;SP;RJ
6;20/05/2018;16:00:00;Sao Paulo-SP;Santos-SP;1;0;2018;RJ;SP
6;20/05/2018;16:00:00;Sport-PE;Corinthians-SP;1;1;2018;BA;RS
6;20/05/2018;19:00:00;Fluminense-RJ;Atletico-PR;2;0;2018;PE;MG
6;21/05/2018;20:00:00;Internacional-RS;Chapecoense-SC;3;0;2018;RS;SP
6;26/05/2018;16:00:00;Fluminense-RJ;Chapecoense-SC;3;1;2018;MG;SP
7;26/05/2018;19:00:00;Palmeiras-SP;Sport-PE;2;3;2018;RS;MG
7;26/05/2018;21:00:00;Atletico-MG;Flamengo-RJ;0;1;2018;SP;SC
7;27/05/2018;11:00:00;Parana-PR;Atletico-PR;0;0;2018;RJ;RS
7;27/05/2018;16:00:00;Santos-SP;Cruzeiro-MG;0;1;2018;SP;PR
7;27/05/2018;16:00:00;Internacional-RS;Corinthians-SP;2;1;2018;PR;PE
7;27/05/2018;16:00:00;Botafogo-RJ;Vitoria-BA;1;1;2018;RJ;BA
7;27/05/2018;16:00:00;Bahia-BA;Vasco da Gama-RJ;3;0;2018;SC;RJ
7;27/05/2018;19:00:00;Ceara-CE;Gremio-RS;0;1;2018;MG;MG
7;27/05/2018;19:00:00;America-MG;Sao Paulo-SP;1;3;2018;SP;SP
7;30/05/2018;19:30:00;Sport-PE;Atletico-MG;3;2;2018;PE;SP
8;30/05/2018;19:30:00;Vitoria-BA;Internacional-RS;2;3;2018;SC;RS
8;30/05/2018;19:30:00;Vasco da Gama-RJ;Parana-PR;1;0;2018;SP;PR
8;30/05/2018;21:00:00;Sao Paulo-SP;Botafogo-RJ;3;2;2018;SP;BA
8;30/05/2018;21:00:00;Chapecoense-SC;Ceara-CE;2;0;2018;SP;PE
8;30/05/2018;21:45:00;Gremio-RS;Fluminense-RJ;0;0;2018;PE;SC
8;30/05/2018;21:45:00;Cruzeiro-MG;Palmeiras-SP;1;0;2018;RJ;MG
8;31/05/2018;16:00:00;Flamengo-RJ;Bahia-BA;2;0;2018;MG;RJ
8;31/05/2018;18:00:00;Corinthians-SP;America-MG;1;0;2018;PR;SP
8;31/05/2018;21:00:00;Atletico-PR;Santos-SP;2;0;2018;RS;MG
